2015-2016;2016-2017;2017-2018;Académie;Adresse;Appellation officielle;Code département;Code postal;Commune;Département;Etat établissement;Latitude;Lieu dit;Longitude;Nombre d'élèves 2015-2016;Nombre d'élèves 2016-2017;Nombre d'élèves 2017-2018;Numéro d'école;Patronyme uai;Secteur d'enseignement;code région;libellé région;POPULATION;Inférieur à 500 hab ?;Inférieur à 2000 habs;Inférieur à 10000 habs
yes;yes;no;ORLEANS-TOURS;2 rue Saint Martin;Ecole élémentaire de Vieuvicq;;28120.0;Vieuvicq;;;;;;25.0;22.0;;0280449L;;PUBLIC;24;Centre-Val-de-Loire;469;1;1;1
yes;no;no;ORLEANS-TOURS;1 rue des Acacias;Ecole maternelle Groupe scolaire Jean Macé;;28400.0;Nogent-le-Rotrou;;;;;;57.0;;;0280543N;;PUBLIC;24;Centre-Val-de-Loire;10496;0;0;0
yes;yes;no;VERSAILLES;18 Grande rue Grand rue;Ecole Antoine de St.exupery;;91590.0;Orveau;;;;;;8.0;5.0;;0910160E;;PUBLIC;11;Île-de-France;194;1;1;1
yes;yes;no;TOULOUSE;Le village;Ecole élémentaire Tournan;;32420.0;Tournan;;;;;;20.0;22.0;;0320313S;;PUBLIC;76;Occitanie;205;1;1;1
yes;no;no;CRETEIL;52 avenue du Bois;Ecole maternelle Paris;;94430.0;Chennevières-sur-Marne;;;;;;55.0;;;0940721Y;;PUBLIC;11;Île-de-France;18134;0;0;0
yes;no;no;GRENOBLE;Le bourg;Ecole maternelle de Brézins;;38590.0;Brézins;;;;;;73.0;;;0382478M;;PUBLIC;84;Auvergne-et-Rhône-Alpes;1917;0;1;1
yes;no;no;GRENOBLE;Rue Jean Moulin Cidex 725;Ecole maternelle mas de la Raz;;38090.0;Villefontaine;;;;;;83.0;;;0382587F;;PUBLIC;84;Auvergne-et-Rhône-Alpes;18168;0;0;0
yes;no;no;GRENOBLE;Rue Aimé Paquet;Ecole maternelle Doudard de Lagrée;;38660.0;Saint-Vincent-de-Mercuze;;;;;;40.0;;;0383002G;;PUBLIC;84;Auvergne-et-Rhône-Alpes;1476;0;1;1
yes;no;no;BESANCON;2 rue de Salins;Ecole élémentaire de Lemuy;;39110.0;Lemuy;;;;;;42.0;;;0390454G;;PUBLIC;27;Bourgogne-et-Franche-Comté;233;1;1;1
yes;no;no;BESANCON;10 cours Georges Clémenceau;Ecole élémentaire Jeanne d'Arc;;39100.0;Dole;;;;;;112.0;;;0391066X;;PUBLIC;27;Bourgogne-et-Franche-Comté;23312;0;0;0
yes;yes;no;VERSAILLES;6 bis avenue de Sequigny;Ecole maternelle Les Erables;;91360.0;Villemoisson-sur-Orge;;;;;;87.0;86.0;;0911883C;;PUBLIC;11;Île-de-France;6950;0;0;1
yes;yes;no;VERSAILLES;3 allée Louvois;Ecole élémentaire la marché;;92430.0;Marnes-la-Coquette;;;;;;59.0;63.0;;0920758Z;;PUBLIC;11;Île-de-France;1673;0;1;1
yes;no;no;ORLEANS-TOURS;20 rue des Tilleuls;Ecole primaire d'Huêtre;;45520.0;Huêtre;;;;;;23.0;;;0450459E;;PUBLIC;24;Centre-Val-de-Loire;279;1;1;1
yes;no;no;TOULOUSE;Rue Pech Barriat;Ecole maternelle de Limogne-en-Quercy;;46260.0;Limogne-en-Quercy;;;;;;47.0;;;0460200T;;PUBLIC;76;Occitanie;786;0;1;1
yes;no;no;TOULOUSE;Le bourg;Ecole primaire d'Anglars;;46120.0;Anglars;;;;;;20.0;;;0460391A;;PUBLIC;76;Occitanie;206;1;1;1
yes;no;no;TOULOUSE;Le bourg;Ecole maternelle de Luzech;;46140.0;Luzech;;;;;;62.0;;;0460523U;;PUBLIC;76;Occitanie;1711;0;1;1
yes;no;no;REIMS;6 place de la République;Ecole maternelle d'Aigny;;51150.0;Aigny;;;;;;22.0;;;0510606G;;PUBLIC;44;Grand-Est;263;1;1;1
yes;no;no;REIMS;15 avenue Charles de Gaulle;Ecole maternelle d'application Jean de la Fontaine;;51000.0;Châlons-en-Champagne;;;;;;62.0;;;0510630H;;PUBLIC;44;Grand-Est;44899;0;0;0
yes;no;no;REIMS;9 rue Georges Lainé;Ecole maternelle de Broyes;;51120.0;Broyes;;;;;;14.0;;;0511584V;;PUBLIC;44;Grand-Est;367;1;1;1
yes;no;no;NANCY-METZ;3 rue du 8 Mai 1945;Ecole maternelle Irène Joliot-Curie;;54580.0;Auboué;;;;;;50.0;;;0540179B;;PUBLIC;44;Grand-Est;2536;0;0;1
yes;no;no;LYON;Rue de la Paix;Ecole maternelle Pasteur;;42160.0;Andrézieux-Bouthéon;;;;;;69.0;;;0420104K;;PUBLIC;84;Auvergne-et-Rhône-Alpes;9844;0;0;1
yes;yes;no;LYON;5 rue de l'Alcazar;Ecole maternelle Bois de la Barge;;42700.0;Firminy;;;;;;73.0;78.0;;0420267M;;PUBLIC;84;Auvergne-et-Rhône-Alpes;17066;0;0;0
yes;no;no;LYON;Montée du Docteur Odin;Ecole maternelle Petit Prince;;42330.0;Saint-Galmier;;;;;;117.0;;;0421199A;;PUBLIC;84;Auvergne-et-Rhône-Alpes;5643;0;0;1
yes;no;no;NANCY-METZ;3 rue de Sancy;Ecole élémentaire d'Anderny;;54560.0;Anderny;;;;;;14.0;;;0540157C;;PUBLIC;44;Grand-Est;259;1;1;1
yes;no;no;NANCY-METZ;5 Rue De L'eglise;École Primaire Les Baroches;;54150;Les Baroches;Meurthe-et-Moselle ;;;;;19.0;;;0540211L;;PUBLIC;44;Grand-Est;379;1;1;1
yes;yes;no;STRASBOURG;108 rue du Four;Ecole maternelle de Goxwiller;;67210.0;Goxwiller;;;;;;45.0;50.0;;0670196Z;;PUBLIC;44;Grand-Est;852;0;1;1
yes;yes;no;BORDEAUX;1 rue François Mitterrand;Ecole maternelle Groupe scolaire J.g Teyssier;;33990.0;Hourtin;;;;;;108.0;110.0;;0332328B;;PUBLIC;75;Nouvelle-Aquitaine;3375;0;0;1
yes;no;no;STRASBOURG;4 rue de Saverne;Ecole élémentaire de Gottenhouse;;67700.0;Gottenhouse;;;;;;20.0;;;0671133T;;PUBLIC;44;Grand-Est;393;1;1;1
yes;no;no;STRASBOURG;15 rue de Haguenau;Ecole maternelle Philippe Chretien Schweitzer;;67350.0;Pfaffenhoffen;;;;;;129.0;;;0671466E;;PUBLIC;44;Grand-Est;2794;0;0;1
yes;no;no;STRASBOURG;17 rue de Phalsbourg;Ecole maternelle de Drulingen;;67320.0;Drulingen;;;;;;38.0;;;0672148W;;PUBLIC;44;Grand-Est;1483;0;1;1
yes;no;no;STRASBOURG;10 rue des écoles;Ecole maternelle de Lembach;;67510.0;Lembach;;;;;;56.0;;;0672152A;;PUBLIC;44;Grand-Est;1614;0;1;1
yes;yes;no;STRASBOURG;Rue des écoles;Ecole élémentaire de Wisches;;67130.0;Wisches;;;;;;69.0;55.0;;0672228H;;PUBLIC;44;Grand-Est;2121;0;0;1
yes;no;no;NANCY-METZ;Grande rue;Ecole de Val-et-Châtillon;;54480.0;Val-et-Châtillon;;;;;;37.0;;;0542078R;;PUBLIC;44;Grand-Est;623;0;1;1
yes;no;no;NANTES;6 avenue Victor Hugo;Ecole maternelle de Longué-Jumelles;;49160.0;Longué-Jumelles;;;;;;52.0;;;0490123T;;PUBLIC;52;Pays-de-la-Loire;6875;0;0;1
yes;yes;no;TOULOUSE;Le village;Ecole Beaucaire;;32410.0;Beaucaire;;;;;;25.0;15.0;;0320426P;;PUBLIC;76;Occitanie;276;1;1;1
yes;no;no;STRASBOURG;46 Grand rue;Ecole maternelle Pierre Pflimlin;;67350.0;Uberach;;;;;;35.0;;;0672362D;;PUBLIC;44;Grand-Est;1178;0;1;1
yes;no;no;STRASBOURG;2 rue de l'église;Ecole maternelle de Burnhaupt-le-Bas;;68520.0;Burnhaupt-le-Bas;;;;;;75.0;;;0680649L;;PUBLIC;44;Grand-Est;1828;0;1;1
yes;no;no;STRASBOURG;5 rue de Muespach;Ecole maternelle de Roppentzwiller;;68480.0;Roppentzwiller;;;;;;32.0;;;0680679U;;PUBLIC;44;Grand-Est;689;0;1;1
yes;yes;no;STRASBOURG;57 Grand rue;Ecole maternelle de Kruth;;68820.0;Kruth;;;;;;36.0;34.0;;0680707Z;;PUBLIC;44;Grand-Est;959;0;1;1
yes;no;no;MONTPELLIER;25 rue Alberti;Ecole maternelle Port Ariane;;34970.0;Lattes;;;;;;97.0;;;0341861N;;PUBLIC;76;Occitanie;15748;0;0;0
yes;yes;no;STRASBOURG;4 rue des Roitelets;Ecole maternelle la Colombe;;68500.0;Issenheim;;;;;;35.0;50.0;;0681455M;;PUBLIC;44;Grand-Est;3457;0;0;1
yes;no;no;STRASBOURG;8 rue des écoles;Ecole maternelle de Wolfgantzen;;68600.0;Wolfgantzen;;;;;;28.0;;;0681518F;;PUBLIC;44;Grand-Est;1041;0;1;1
yes;no;no;BESANCON;1 rue de l'Ecole;Ecole de Saint-Germain-en-Montagne;;39300.0;Saint-Germain-en-Montagne;;;;;;82.0;;;0390301R;;PUBLIC;27;Bourgogne-et-Franche-Comté;451;1;1;1
yes;no;no;NANTES;5 rue relais du Petit Verger;Ecole maternelle de Noyant;;49490.0;Noyant;;;;;;65.0;;;0491850V;;PUBLIC;52;Pays-de-la-Loire;1879;0;1;1
yes;no;no;RENNES;Rue de Botkermarrec;Ecole maternelle du Centre;;56150.0;Baud;;;;;;68.0;;;0560668X;;PUBLIC;53;Bretagne;6126;0;0;1
yes;no;no;CLERMONT-FERRAND;Place des écoles;Ecole;;43420;Saint-Paul-de-Tartas;;;;;;11.0;;;0430256V;;PUBLIC;84;Auvergne-et-Rhône-Alpes;207;1;1;1
yes;no;no;RENNES;Rue de Galway;Ecole maternelle Jean Paul Sartre;;56100.0;Lorient;;;;;;44.0;;;0561493U;;PUBLIC;53;Bretagne;57961;0;0;0
yes;no;no;NANCY-METZ;2 rue Principale;Ecole élémentaire de Berviller-en-Moselle;;57550.0;Berviller-en-Moselle;;;;;;12.0;;;0570770C;;PUBLIC;44;Grand-Est;496;1;1;1
yes;no;no;NANCY-METZ;Rue Saint-Etienne;Ecole maternelle de Wittring;;57905.0;Wittring;;;;;;26.0;;;0570930B;;PUBLIC;44;Grand-Est;809;0;1;1
yes;no;no;NANCY-METZ;106 rue du lac;Ecole élémentaire Diefenbach;;57510.0;Puttelange-aux-Lacs;;;;;;9.0;;;0571701P;;PUBLIC;44;Grand-Est;3096;0;0;1
yes;no;no;NANTES;1 rue Victor Marre Penhoet;Ecole primaire Paul Bert;;44600.0;Saint-Nazaire;;;;;;102.0;;;0440866C;;PUBLIC;52;Pays-de-la-Loire;68513;0;0;0
yes;no;no;NANTES;69 rue de Cardurand;Ecole primaire Gambetta;;44600.0;Saint-Nazaire;;;;;;169.0;;;0440894H;;PUBLIC;52;Pays-de-la-Loire;68513;0;0;0
yes;no;no;NANTES;4 rue de la Mairie;Ecole Le Petit Prince;;49123.0;Le Fresne-sur-Loire;;;;;;84.0;;;0441574X;;PUBLIC;52;Pays-de-la-Loire;977;0;1;1
yes;no;no;LILLE;67 place Charles de Gaulle;Ecole maternelle Henri des;;59870.0;Vred;;;;;;48.0;;;0595107F;;PUBLIC;32;Hauts-de-France;1353;0;1;1
yes;no;no;RENNES;16 avenue Jules Tricault;Ecole maternelle Jacques Prévert;;35170.0;Bruz;;;;;;134.0;;;0352436H;;PUBLIC;53;Bretagne;16855;0;0;0
yes;no;no;LYON;Route de Saint-Paul;Ecole maternelle Les Pins;;42740.0;Saint-Paul-en-Jarez;;;;;;51.0;;;0421532M;;PUBLIC;84;Auvergne-et-Rhône-Alpes;4486;0;0;1
yes;no;no;LYON;19 rue Ch.gounod;Ecole primaire Montreynaud Gounod;;42000.0;Saint-Étienne;;;;;;94.0;;;0421536S;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;no;no;AMIENS;6 rue Marcel Dassault;Ecole élémentaire de Plainville;;60120.0;Plainville;;;;;;23.0;;;0600289N;;PUBLIC;32;Hauts-de-France;163;1;1;1
yes;no;no;BORDEAUX;Le bourg;Ecole de Juxue;;64120.0;Juxue;;;;;;17.0;;;0640925H;;PUBLIC;75;Nouvelle-Aquitaine;203;1;1;1
yes;no;no;ORLEANS-TOURS;1 rue Touche;Ecole Cousse;;37210.0;Vernou-sur-Brenne;;;;;;58.0;;;0370184Z;;PUBLIC;24;Centre-Val-de-Loire;2673;0;0;1
yes;no;no;TOULOUSE;2 côté de Peyrolle;Ecole maternelle d'Auriac-sur-Vendinelle;;31460.0;Auriac-sur-Vendinelle;;;;;;44.0;;;0312594B;;PUBLIC;76;Occitanie;991;0;1;1
yes;no;no;TOULOUSE;Le village;Ecole élémentaire Montegut sur Arros;;32730.0;Montégut-Arros;;;;;;16.0;;;0320168J;;PUBLIC;76;Occitanie;291;1;1;1
yes;no;no;BORDEAUX;Place Gambetta;Ecole maternelle de Sabres;;40630.0;Sabres;;;;;;53.0;;;0400758G;;PUBLIC;75;Nouvelle-Aquitaine;1210;0;1;1
yes;yes;no;TOULOUSE;18 rue Georges Clémenceau;Ecole maternelle Paul Guth;;65380.0;Ossun;;;;;;72.0;73.0;;0650749L;;PUBLIC;76;Occitanie;2314;0;0;1
yes;no;no;TOULOUSE;Le village;Ecole élémentaire Tillac;;32170.0;Tillac;;;;;;16.0;;;0320309M;;PUBLIC;76;Occitanie;262;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole élémentaire Clermont Pouyguilles;;32300.0;Clermont-Pouyguillès;;;;;;5.0;;;0320489H;;PUBLIC;76;Occitanie;159;1;1;1
yes;yes;no;BORDEAUX;248 rue Berruer;Ecole maternelle d'application Flornoy;;33000.0;Bordeaux;;;;;;187.0;194.0;;0330258B;;PUBLIC;75;Nouvelle-Aquitaine;243626;0;0;0
yes;no;no;BORDEAUX;43 rue des Frères Reclus;Ecole maternelle Pauline Kergomard;;33220.0;Sainte-Foy-la-Grande;;;;;;93.0;;;0330305C;;PUBLIC;75;Nouvelle-Aquitaine;2321;0;0;1
yes;no;no;LYON;49 rue du Matel;Ecole maternelle Matel;;42300.0;Roanne;;;;;;106.0;;;0420329E;;PUBLIC;84;Auvergne-et-Rhône-Alpes;35507;0;0;0
yes;no;no;NANCY-METZ;22 rue du 18 Juin 1940;Ecole maternelle Bellecroix la Volière;;57070.0;Metz;;;;;;46.0;;;0572537Y;;PUBLIC;44;Grand-Est;118634;0;0;0
yes;no;no;MONTPELLIER;Place de l'Eglise;Ecole primaire d'Ur;;66760.0;Ur;;;;;;5.0;;;0660423B;;PUBLIC;76;Occitanie;349;1;1;1
yes;no;no;LILLE;Rue de la Mairie;Ecole primaire RPI 22;;62175.0;Boisleux-Saint-Marc;;;;;;21.0;;;0620575N;;PUBLIC;32;Hauts-de-France;261;1;1;1
yes;no;no;LILLE;Allée de la Loisne;Ecole primaire Marie Curie;;62290.0;Noeux-les-Mines;;;;;;112.0;;;0620982F;;PUBLIC;32;Hauts-de-France;12424;0;0;0
yes;no;no;ORLEANS-TOURS;6 rue des Jacobins;Ecole maternelle France;;37000.0;Tours;;;;;;65.0;;;0370284H;;PUBLIC;24;Centre-Val-de-Loire;134803;0;0;0
yes;no;no;NANCY-METZ;8 rue des écoles;Ecole maternelle de Nébing;;57670.0;Nébing;;;;;;15.0;;;0572948V;;PUBLIC;44;Grand-Est;365;1;1;1
yes;no;no;BORDEAUX;Le bourg;Ecole de Saint-Just-Ibarre;;64120.0;Saint-Just-Ibarre;;;;;;33.0;;;0641092P;;PUBLIC;75;Nouvelle-Aquitaine;233;1;1;1
yes;no;no;GRENOBLE;2 rue de la Mairie;Ecole maternelle Bayard;;38550.0;Le Péage-de-Roussillon;;;;;;48.0;;;0380840G;;PUBLIC;84;Auvergne-et-Rhône-Alpes;6730;0;0;1
yes;no;no;BORDEAUX;10 rue Victor Hugo;Ecole primaire Jules Ferry;;64150.0;Mourenx;;;;;;69.0;;;0641713P;;PUBLIC;75;Nouvelle-Aquitaine;6770;0;0;1
yes;no;no;TOULOUSE;Larrose;Ecole élémentaire de Tarasteix;;65320.0;Tarasteix;;;;;;15.0;;;0650240H;;PUBLIC;76;Occitanie;262;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole élémentaire de Thermes-Magnoac;;65230.0;Thermes-Magnoac;;;;;;22.0;;;0650447H;;PUBLIC;76;Occitanie;220;1;1;1
yes;no;no;VERSAILLES;Chemin du Bas des Grands Près;Ecole maternelle Claude Monet;;78380.0;Bougival;;;;;;145.0;;;0782494M;;PUBLIC;11;Île-de-France;8729;0;0;1
yes;no;no;LILLE;40 rue de la Cavée;Ecole maternelle Henri Barbusse;;62470.0;Calonne-Ricouart;;;;;;76.0;;;0622957C;;PUBLIC;32;Hauts-de-France;5563;0;0;1
yes;no;no;POITIERS;Place Louis Jouvet;Ecole maternelle Groupe scolaire E. Pérochon;;79000.0;Niort;;;;;;92.0;;;0790172H;;PUBLIC;75;Nouvelle-Aquitaine;57393;0;0;0
yes;no;no;CAEN;Le bourg;Ecole élémentaire de Semallé;;61250.0;Semallé;;;;;;23.0;;;0610659K;;PUBLIC;28;Normandie;388;1;1;1
yes;no;no;CAEN;Rue du Champ des Vignes;Ecole maternelle de Saint-Germain-du-Corbéis;;61000.0;Saint-Germain-du-Corbéis;;;;;;79.0;;;0610949A;;PUBLIC;28;Normandie;3868;0;0;1
yes;no;no;CAEN;Le bourg;Ecole maternelle de Vrigny;;61570.0;Vrigny;;;;;;14.0;;;0611079S;;PUBLIC;28;Normandie;358;1;1;1
yes;no;no;CAEN;Le bourg;Ecole élémentaire de Rouvres;;14190.0;Rouvres;;;;;;29.0;;;0140342W;;PUBLIC;28;Normandie;213;1;1;1
yes;no;no;CAEN;117 rue d'Authie;Ecole maternelle Authie-Sud;;14000.0;Caen;;;;;;98.0;;;0140375G;;PUBLIC;28;Normandie;107229;0;0;0
yes;no;no;CAEN;12 rue du Pont Creon;Ecole maternelle J Guehenno;;14000.0;Caen;;;;;;72.0;;;0140428P;;PUBLIC;28;Normandie;107229;0;0;0
yes;no;no;CAEN;Place de l'église;Ecole élémentaire de Soulangy;;14700.0;Soulangy;;;;;;23.0;;;0140665X;;PUBLIC;28;Normandie;256;1;1;1
yes;no;no;AMIENS;8 rue du Bois;Ecole primaire d'Oissy;;80540.0;Oissy;;;;;;18.0;;;0800251N;;PUBLIC;32;Hauts-de-France;234;1;1;1
yes;no;no;AMIENS;14 rue de Bretagne;Ecole d'Hervilly;;80240.0;Hervilly;;;;;;25.0;;;0800414R;;PUBLIC;32;Hauts-de-France;164;1;1;1
yes;no;no;AMIENS;13 rue du Bas;Ecole de Millencourt-en-Ponthieu;;80135.0;Millencourt-en-Ponthieu;;;;;;27.0;;;0800618M;;PUBLIC;32;Hauts-de-France;370;1;1;1
yes;no;no;AMIENS;26 rue Metz l'Evêque;Ecole maternelle Notre-Dame;;80000.0;Amiens;;;;;;65.0;;;0800832V;;PUBLIC;32;Hauts-de-France;132699;0;0;0
yes;no;no;AMIENS;1 place de l'église;Ecole élémentaire Roger Cordonnier;;80540.0;Saisseval;;;;;;21.0;;;0801818S;;PUBLIC;32;Hauts-de-France;239;1;1;1
yes;no;no;AMIENS;Rue du Docteur Fafet;Ecole maternelle Fafet;;80000.0;Amiens;;;;;;46.0;;;0802059D;;PUBLIC;32;Hauts-de-France;132699;0;0;0
yes;no;no;DIJON;4 impasse des écoles;Ecole maternelle d'Héry;;89550.0;Héry;;;;;;59.0;;;0890669U;;PUBLIC;27;Bourgogne-et-Franche-Comté;1871;0;1;1
yes;no;no;DIJON;5 place M Muzard;Ecole maternelle d'Aillant-sur-Tholon;;89110.0;Aillant-sur-Tholon;;;;;;46.0;;;0890738U;;PUBLIC;27;Bourgogne-et-Franche-Comté;1399;0;1;1
yes;no;no;AMIENS;1 rue Principale;Ecole élémentaire de Prévillers;;60360.0;Prévillers;;;;;;23.0;;;0602079J;;PUBLIC;32;Hauts-de-France;207;1;1;1
yes;no;no;DIJON;Rue des écoles;Ecole de Massangis;;89440.0;Massangis;;;;;;18.0;;;0890909E;;PUBLIC;27;Bourgogne-et-Franche-Comté;406;1;1;1
yes;yes;no;DIJON;12 rue du Puits;Ecole maternelle du Puits;;89600.0;Saint-Florentin;;;;;;38.0;20.0;;0890972Y;;PUBLIC;27;Bourgogne-et-Franche-Comté;4692;0;0;1
yes;no;no;DIJON;1 rue de l'Eglise;Ecole primaire de Saint-Bris-le-Vineux;;89530.0;Saint-Bris-le-Vineux;;;;;;21.0;;;0891039W;;PUBLIC;27;Bourgogne-et-Franche-Comté;1085;0;1;1
yes;no;no;DIJON;15 rue haute;Ecole élémentaire de Blannay;;89200.0;Blannay;;;;;;16.0;;;0891260L;;PUBLIC;27;Bourgogne-et-Franche-Comté;124;1;1;1
yes;no;no;BESANCON;2 rue Ferdinand Anthony;Ecole primaire Urcerey;;90800.0;Urcerey;;;;;;24.0;;;0900255N;;PUBLIC;27;Bourgogne-et-Franche-Comté;202;1;1;1
yes;no;no;AIX-MARSEILLE;116 impasse Sévigné;Ecole maternelle Les Ramières;;84700.0;Sorgues;;;;;;67.0;;;0840883D;;PUBLIC;93;Provence-Alpes-Côte-d'Azur;18500;0;0;0
yes;no;no;CAEN;Rue Alexandre Lainé;Ecole maternelle Jacques Prévert;;61600.0;La Ferté-Macé;;;;;;72.0;;;0610908F;;PUBLIC;28;Normandie;5661;0;0;1
yes;no;no;LILLE;Place Guynemer;Ecole maternelle Georges Guynemer;;62700.0;Bruay-la-Buissière;;;;;;17.0;;;0620345N;;PUBLIC;32;Hauts-de-France;22802;0;0;0
yes;no;no;NANTES;Rue de la Croix du Camp;Ecole élémentaire Marceau Bretaud;;85200.0;Fontenay-le-Comte;;;;;;63.0;;;0850313D;;PUBLIC;52;Pays-de-la-Loire;13647;0;0;0
yes;no;no;LILLE;22 rue du Général de Gaulle;Ecole maternelle Ferry-Mendès-France;;62720.0;Rinxent;;;;;;110.0;;;0624014B;;PUBLIC;32;Hauts-de-France;2862;0;0;1
yes;no;no;BORDEAUX;Le bourg;Ecole élémentaire d'Ainhice-Mongelos;;64220.0;Ainhice-Mongelos;;;;;;13.0;;;0640267T;;PUBLIC;75;Nouvelle-Aquitaine;161;1;1;1
yes;yes;no;STRASBOURG;6 rue des Anciens Combattants;Ecole maternelle de Chalampé;;68490.0;Chalampé;;;;;;34.0;35.0;;0681137S;;PUBLIC;44;Grand-Est;967;0;1;1
yes;no;no;CRETEIL;15 rue Saint Nicolas;Ecole élémentaire de Guignes;;77390.0;Guignes;;;;;;185.0;;;0770718M;;PUBLIC;11;Île-de-France;3358;0;0;1
yes;yes;no;STRASBOURG;2 A rue de Riquewihr;Ecole maternelle Les Hortensias;;68000.0;Colmar;;;;;;24.0;26.0;;0681827S;;PUBLIC;44;Grand-Est;67956;0;0;0
yes;no;no;CRETEIL;281 rue Jules Ferry;Ecole maternelle de Bray-sur-Seine;;77480.0;Bray-sur-Seine;;;;;;64.0;;;0771307C;;PUBLIC;11;Île-de-France;2294;0;0;1
yes;no;no;VERSAILLES;Rue de Paris;Ecole maternelle Les Ormes;;91410.0;Saint-Cyr-sous-Dourdan;;;;;;29.0;;;0911502N;;PUBLIC;11;Île-de-France;1006;0;1;1
yes;no;no;STRASBOURG;155 rue de l'Eglise;Ecole Ets Prot;;67130.0;Wildersbach;;;;;;14.0;;;0671287K;;PUBLIC;44;Grand-Est;303;1;1;1
yes;no;no;STRASBOURG;12 rue de la gare;Ecole maternelle de Russ;;67130.0;Russ;;;;;;32.0;;;0671491G;;PUBLIC;44;Grand-Est;1282;0;1;1
yes;no;no;STRASBOURG;Grand rue;Ecole maternelle de Saales;;67420.0;Saales;;;;;;17.0;;;0671492H;;PUBLIC;44;Grand-Est;820;0;1;1
yes;yes;no;STRASBOURG;Rue des Rochers;Ecole maternelle de Wimmenau;;67290.0;Wimmenau;;;;;;30.0;29.0;;0672446V;;PUBLIC;44;Grand-Est;1132;0;1;1
yes;no;no;STRASBOURG;7 A rue Principale;Ecole maternelle de Gumbrechtshoffen;;67110.0;Gumbrechtshoffen;;;;;;29.0;;;0672540X;;PUBLIC;44;Grand-Est;1139;0;1;1
yes;no;no;VERSAILLES;4 rue Amaury Duval;Ecole maternelle Amaury Duval;;92120.0;Montrouge;;;;;;146.0;;;0922577B;;PUBLIC;11;Île-de-France;49656;0;0;0
yes;no;no;LILLE;1 rue Vermeer;Ecole maternelle Paul Verlaine;;59650.0;Villeneuve-d'Ascq;;;;;;132.0;;;0595371T;;PUBLIC;32;Hauts-de-France;62616;0;0;0
yes;no;no;PARIS;90 boulevard Vincent Auriol;Ecole maternelle Vincent Auriol;;75013.0;Paris;;;;;;49.0;;;0751310S;;PUBLIC;11;Île-de-France;183713;0;0;0
yes;no;no;PARIS;28 rue d'Aubervilliers;Ecole maternelle Aubervilliers S;;75019.0;Paris;;;;;;71.0;;;0755013S;;PUBLIC;11;Île-de-France;185953;0;0;0
yes;no;no;AMIENS;8 rue des Déportés;Ecole maternelle de Tartigny;;60120.0;Tartigny;;;;;;25.0;;;0600293T;;PUBLIC;32;Hauts-de-France;278;1;1;1
yes;no;no;LILLE;24 rue des écoles;Ecole maternelle Groupe Céline Harcqz;;59680.0;Colleret;;;;;;74.0;;;0590844X;;PUBLIC;32;Hauts-de-France;1669;0;1;1
yes;no;no;LILLE;12 rue de la Paix;Ecole maternelle Jean Macé;;59140.0;Dunkerque;;;;;;37.0;;;0590967F;;PUBLIC;32;Hauts-de-France;89882;0;0;0
yes;no;no;LILLE;17 rue Stolberg;Ecole maternelle Charles Perrault;;59155.0;Faches-Thumesnil;;;;;;48.0;;;0591136P;;PUBLIC;32;Hauts-de-France;17497;0;0;0
yes;yes;no;ROUEN;45 rue du Ballon;Ecole élémentaire du Catelier;;76590.0;Le Catelier;;;;;;19.0;16.0;;0760711K;;PUBLIC;28;Normandie;240;1;1;1
yes;no;no;STRASBOURG;3 rue Saint Joseph;Ecole maternelle Les P'tits Lupins Marienthal;;67500.0;Haguenau;;;;;;59.0;;;0670349R;;PUBLIC;44;Grand-Est;34419;0;0;0
yes;no;no;STRASBOURG;7 rue des Juifs;Ecole maternelle la Marelle;;67590.0;Schweighouse-sur-Moder;;;;;;43.0;;;0670350S;;PUBLIC;44;Grand-Est;4931;0;0;1
yes;no;no;NANCY-METZ;Rue de la Mairie;Ecole de Frebécourt;;88630.0;Frebécourt;;;;;;12.0;;;0880659N;;PUBLIC;44;Grand-Est;303;1;1;1
yes;no;no;NANCY-METZ;85 rue des Glycines;Ecole primaire de Xaffévillers;;88700.0;Xaffévillers;;;;;;26.0;;;0880811D;;PUBLIC;44;Grand-Est;165;1;1;1
yes;no;no;DIJON;22 rue Albert Camus;Ecole primaire Albert Camus groupe A;;58000.0;Nevers;;;;;;104.0;;;0580041E;;PUBLIC;27;Bourgogne-et-Franche-Comté;34841;0;0;0
yes;no;no;DIJON;Le bourg;Ecole primaire de Villapourçon;;58370.0;Villapourçon;;;;;;10.0;;;0580199B;;PUBLIC;27;Bourgogne-et-Franche-Comté;447;1;1;1
yes;no;no;DIJON;Le bourg;Ecole maternelle de Cuncy-lès-Varzy;;58210.0;Cuncy-lès-Varzy;;;;;;20.0;;;0580289Z;;PUBLIC;27;Bourgogne-et-Franche-Comté;137;1;1;1
yes;no;no;DIJON;Rue des Vannes;Ecole maternelle Pierre Malardier;;58130.0;Urzy;;;;;;40.0;;;0580717P;;PUBLIC;27;Bourgogne-et-Franche-Comté;1839;0;1;1
yes;no;no;DIJON;27 rue de Saint-Romain;Ecole primaire de Saint-Romain-le-Preux;;89116.0;Saint-Romain-le-Preux;;;;;;16.0;;;0890230S;;PUBLIC;27;Bourgogne-et-Franche-Comté;192;1;1;1
